Pair Address,Price (USD),FDV,Market Cap,Liquidity (USD),M5 Buys,M5 Sells,H1 Buys,H1 Sells,H6 Buys,H6 Sells,H24 Buys,H24 Sells,Volume M5,Volume H1,Volume H6,Volume H24
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.001110,1110308,1110308,156991.84,74,83,1848,1724,12086,10052,49069,37233,12935.13,544972.93,3499982.82,13573510.56
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.001131,1131958,1131958,158480.4,84,83,1836,1712,12072,10001,49011,37206,15182.46,540257.94,3493526.56,13558356.42
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.001117,1117786,1117786,157506.64,97,78,1827,1686,12072,9976,48961,37176,18121.96,532223.27,3455047.81,13546029
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.001127,1127348,1127348,158204.6,101,65,1806,1672,12063,9953,48921,37169,15362.49,528319.35,3450180.85,13537537.22
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.001148,1148253,1148253,159719.16,93,74,1781,1671,12044,9957,48885,37163,16333.53,509477.65,3445971.37,13528368.48
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.001112,1112007,1112007,157229.16,90,87,1758,1647,12041,9955,48849,37154,18811.47,507220.87,3432219.51,13523891.89
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.001125,1125907,1125907,158264.42,88,82,1720,1633,12037,9943,48829,37095,17566.44,488042.64,3431997.64,13512895.68
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.001151,1151843,1151843,160133.7,77,98,1672,1595,12029,9944,48766,37058,18081.78,451710.26,3429484.57,13503313.51
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.001090,1090521,1090521,155725.6,86,105,1663,1578,12026,9951,48716,37052,22155.09,455580.77,3432497.55,13498050.94
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.001020,1020357,1020357,150767.78,97,79,1640,1564,12027,9953,48674,37037,22981.65,448721.76,3435230.05,13479881.03
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.001055,1055915,1055915,153337.79,92,75,1608,1541,12021,9946,48631,37003,20679.09,438414.73,3435151.4,13471220.57
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.0009929,992963,992963,148664.48,116,89,1618,1547,12042,9962,48602,36998,26282.55,439851.97,3441482.03,13466354.39
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.001016,1016759,1016759,150415.54,119,85,1620,1542,12030,9965,48562,36983,22768.83,440525.33,3437534.72,13447798.38
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.001011,1011182,1011182,150030.12,106,83,1610,1525,12016,9963,48513,36955,19343.84,437386.87,3435109.85,13424206.41
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.0009791,979156,979156,147624.19,102,95,1597,1516,12006,9959,48457,36947,18749.91,428087.76,3394976.49,13404622.3
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.0009726,972613,972613,147143.28,101,95,1598,1496,12006,9954,48414,36932,16245.81,420253.91,3395329.69,13391951.73
A3R8pxm228cUxXCRxAH1uDjwQZMiZKV3q6wxrUib9MQM,0.00003895,38935,38935,30188.84,0,0,2,6,8,29,64,246,0,86.53,577.53,10032.84
