Pair Address,Price (USD),FDV,Market Cap,Liquidity (USD),M5 Buys,M5 Sells,H1 Buys,H1 Sells,H6 Buys,H6 Sells,H24 Buys,H24 Sells,Volume M5,Volume H1,Volume H6,Volume H24
8Krq9toMcoRohQGPhTnV8mT31PcbmszxUXMzHUS4pump,0.0001446,144617,144617,99819.76,13,0,13,0,13,0,13,0,32650.9,32650.9,32650.9,32650.9
