Pair Address,Price (USD),FDV,Market Cap,Liquidity (USD),M5 Buys,M5 Sells,H1 Buys,H1 Sells,H6 Buys,H6 Sells,H24 Buys,H24 Sells,Volume M5,Volume H1,Volume H6,Volume H24
CK9g7ZyVASCZViGFP6MTaki937eFjbqgxA45wNsiY3mN,0.0000002652,265,265,475.25,8,0,8,0,8,0,8,0,18.19,18.19,18.19,18.19
CK9g7ZyVASCZViGFP6MTaki937eFjbqgxA45wNsiY3mN,0.0000002652,265,265,475.25,8,0,8,0,8,0,8,0,18.19,18.19,18.19,18.19
CK9g7ZyVASCZViGFP6MTaki937eFjbqgxA45wNsiY3mN,0.0000002652,265,265,475.25,8,0,8,0,8,0,8,0,18.19,18.19,18.19,18.19
CK9g7ZyVASCZViGFP6MTaki937eFjbqgxA45wNsiY3mN,0.0000002652,265,265,475.25,8,0,8,0,8,0,8,0,18.19,18.19,18.19,18.19
CK9g7ZyVASCZViGFP6MTaki937eFjbqgxA45wNsiY3mN,0.0000002652,265,265,475.25,8,0,8,0,8,0,8,0,18.19,18.19,18.19,18.19
