Pair Address,Price (USD),FDV,Market Cap,Liquidity (USD),M5 Buys,M5 Sells,H1 Buys,H1 Sells,H6 Buys,H6 Sells,H24 Buys,H24 Sells,Volume M5,Volume H1,Volume H6,Volume H24
9oAkScYZno96EQi2c5U2SSrdwfonmThkAGcu8yCA1u62,0.0004519,451984,451984,24788.11,2,0,2,0,2,0,2,0,262.74,262.74,262.74,262.74
