Pair Address,Price (USD),FDV,Market Cap,Liquidity (USD),M5 Buys,M5 Sells,H1 Buys,H1 Sells,H6 Buys,H6 Sells,H24 Buys,H24 Sells,Volume M5,Volume H1,Volume H6,Volume H24
3QxXbDmdaAMwJMjx8gcpEu3KPFScfg2HkJUXGkagmoon,0.0001049,104926,104926,41041.04,0,1,18,17,48,44,48,44,15.4,5818.14,9346,9346
