Pair Address,Price (USD),FDV,Market Cap,Liquidity (USD),M5 Buys,M5 Sells,H1 Buys,H1 Sells,H6 Buys,H6 Sells,H24 Buys,H24 Sells,Volume M5,Volume H1,Volume H6,Volume H24
7mqQbSWQDm3QkJULsT6CxfQVRfmD3XdFt2Fk7sY4HCpY,0.0002457,245758,245758,93040.44,290,259,290,259,290,259,290,259,91881.6,91881.6,91881.6,91881.6
