Pair Address,Price (USD),FDV,Market Cap,Liquidity (USD),M5 Buys,M5 Sells,H1 Buys,H1 Sells,H6 Buys,H6 Sells,H24 Buys,H24 Sells,Volume M5,Volume H1,Volume H6,Volume H24
Kb37FRRC9e6fk576MSLfuDLjVrJqNJizjKpxss5NJ6n,0.0005185,518546,518546,111520.42,172,93,367,194,367,194,367,194,56644.29,150048.92,150048.92,150048.92
